Clip ID	Word Number	Original Word	TreeTagger POS	POS	Lemma	Speaker	Start Time	End Time	SRT Line	Language	File ID	Tense	Mood	Number	Person	Gender
MF025_1967_CT_SU2011_VA_08	tt-5353	yo	PPX	Pronoun	yo	>>s	00:01:55	00:02:01	16	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5354	,	CM	Punctuation	,	>>s	00:01:55	00:02:01	16	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5355	entonces	ADV	Adverb	entonces	>>s	00:01:55	00:02:01	16	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5356	,	CM	Punctuation	,	>>s	00:01:55	00:02:01	16	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5357	yo	PPX	Pronoun	yo	>>s	00:01:55	00:02:01	16	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5358	sentía	VLfin	Verb	sentir	>>s	00:01:55	00:02:01	16	Spanish	MF025_1967_CT_SU2011_VA	Imp	Indi	Sing	1st or 3rd
MF025_1967_CT_SU2011_VA_08	tt-5359	que	CQUE	Conjunction	que	>>s	00:01:55	00:02:01	16	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5360	si	CSUBX	Conjunction	si	>>s	00:01:55	00:02:01	16	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5361	yo	PPX	Pronoun	yo	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5362	me	PPX	Pronoun	yo	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5363	iba	VLfin	Verb	ir	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA	Imp	Indi	Sing	1st or 3rd
MF025_1967_CT_SU2011_VA_08	tt-5364	de	PREP	Preposition	de	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5365	la	ART	Determiner	el	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5366	casa	NC	Noun	casa	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5367	ella	PPX	Pronoun	él	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5368	,	CM	Punctuation	,	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5369	iba	VLfin	Verb	ir	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA	Imp	Indi	Sing	1st or 3rd
MF025_1967_CT_SU2011_VA_08	tt-5370	a	PREP	Preposition	a	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5371	sufrir	VLinf	Verb	sufrir	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA	Infinitive			
MF025_1967_CT_SU2011_VA_08	tt-5372	una	ART	Determiner	un	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5373	depresión	NC	Noun	depresión	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5374	.	FS	Punctuation	.	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5375	Es	VSfin	Verb	ser	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA	Pres	Indi	Sing	3rd
MF025_1967_CT_SU2011_VA_08	tt-5376	algo	QU	Determiner	algo	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5377	no	NEG	Adverb	no	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5378	...	DOTS	Punctuation	...	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5379	no	NEG	Adverb	no	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5380	muy	ADV	Adverb	muy	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5381	común	ADJ	Adjective	común	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5382	,	CM	Punctuation	,	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5383	porque	CSUBX	Conjunction	porque	>>s	00:02:01	00:02:08	17	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5384	me	PPX	Pronoun	yo	>>s	00:02:08	00:02:15	18	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5385	casé	VLfin	Verb	casar	>>s	00:02:08	00:02:15	18	Spanish	MF025_1967_CT_SU2011_VA	Pret	Indi	Sing	1st
MF025_1967_CT_SU2011_VA_08	tt-5386	grande	ADJ	Adjective	grande	>>s	00:02:08	00:02:15	18	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5387	,	CM	Punctuation	,	>>s	00:02:08	00:02:15	18	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5388	me	PPX	Pronoun	yo	>>s	00:02:08	00:02:15	18	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5389	casé	VLfin	Verb	casar	>>s	00:02:08	00:02:15	18	Spanish	MF025_1967_CT_SU2011_VA	Pret	Indi	Sing	1st
MF025_1967_CT_SU2011_VA_08	tt-5390	a	PREP	Preposition	a	>>s	00:02:08	00:02:15	18	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5391	los	ART	Determiner	el	>>s	00:02:08	00:02:15	18	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5392	veintisiete	CARD	Determiner	veintisiete	>>s	00:02:08	00:02:15	18	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5393	años	NC	Noun	año	>>s	00:02:08	00:02:15	18	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5394	,	CM	Punctuation	,	>>s	00:02:08	00:02:15	18	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5395	por	PREP	Preposition	por	>>s	00:02:08	00:02:15	18	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5396	eso	DM	Determiner	ese	>>s	00:02:08	00:02:15	18	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5397	mismo	ADJ	Adjective	mismo	>>s	00:02:08	00:02:15	18	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5398	cuando	CSUBX	Conjunction	cuando	>>s	00:02:08	00:02:15	18	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5399	yo	PPX	Pronoun	yo	>>s	00:02:08	00:02:15	18	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5400	tenía	VLfin	Verb	tener	>>s	00:02:08	00:02:15	18	Spanish	MF025_1967_CT_SU2011_VA	Imp	Indi	Sing	1st or 3rd
MF025_1967_CT_SU2011_VA_08	tt-5401	veinticuatro	CARD	Determiner	veinticuatro	>>s	00:02:08	00:02:15	18	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5402	años	NC	Noun	año	>>s	00:02:08	00:02:15	18	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5403	,	CM	Punctuation	,	>>s	00:02:08	00:02:15	18	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5404	mi	PPO	Pronoun	mío	>>s	00:02:08	00:02:15	18	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5405	esposo	NC	Noun	esposo	>>s	00:02:16	00:02:22	19	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5406	dijo	VLfin	Verb	decir	>>s	00:02:16	00:02:22	19	Spanish	MF025_1967_CT_SU2011_VA	Pres	Indi	Sing	1st
MF025_1967_CT_SU2011_VA_08	tt-5407	que	CQUE	Conjunction	que	>>s	00:02:16	00:02:22	19	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5408	nos	PPX	Pronoun	nosotros	>>s	00:02:16	00:02:22	19	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5409	casáramos	VLfin	Verb	<unknown>	>>s	00:02:16	00:02:22	19	Spanish	MF025_1967_CT_SU2011_VA	Past	Subj	Plural	1st
MF025_1967_CT_SU2011_VA_08	tt-5410	,	CM	Punctuation	,	>>s	00:02:16	00:02:22	19	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5411	pero	CCAD	Conjunction	pero	>>s	00:02:16	00:02:22	19	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5412	yo	PPX	Pronoun	yo	>>s	00:02:16	00:02:22	19	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5413	no	NEG	Adverb	no	>>s	00:02:16	00:02:22	19	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5414	quise	VLfin	Verb	querer	>>s	00:02:16	00:02:22	19	Spanish	MF025_1967_CT_SU2011_VA	Pret	Indi	Sing	1st
MF025_1967_CT_SU2011_VA_08	tt-5415	,	CM	Punctuation	,	>>s	00:02:16	00:02:22	19	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5416	tuve	VLfin	Verb	tener	>>s	00:02:16	00:02:22	19	Spanish	MF025_1967_CT_SU2011_VA	Pret	Indi	Sing	1st
MF025_1967_CT_SU2011_VA_08	tt-5417	que	CQUE	Conjunction	que	>>s	00:02:16	00:02:22	19	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5418	esperar	VLinf	Verb	esperar	>>s	00:02:16	00:02:22	19	Spanish	MF025_1967_CT_SU2011_VA	Infinitive			
MF025_1967_CT_SU2011_VA_08	tt-5419	,	CM	Punctuation	,	>>s	00:02:16	00:02:22	19	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5420	después	ADV	Adverb	después	>>s	00:02:16	00:02:22	19	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5421	él	PPX	Pronoun	él	>>s	00:02:16	00:02:22	19	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5422	ya	ADV	Adverb	ya	>>s	00:02:16	00:02:22	19	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5423	no	NEG	Adverb	no	>>s	00:02:16	00:02:22	19	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5424	me	PPX	Pronoun	yo	>>s	00:02:22	00:02:29	20	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5425	decía	VLfin	Verb	decir	>>s	00:02:22	00:02:29	20	Spanish	MF025_1967_CT_SU2011_VA	Imp	Indi	Sing	1st or 3rd
MF025_1967_CT_SU2011_VA_08	tt-5426	nada	QU	Determiner	nada	>>s	00:02:22	00:02:29	20	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5427	,	CM	Punctuation	,	>>s	00:02:22	00:02:29	20	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5428	pero	CCAD	Conjunction	pero	>>s	00:02:22	00:02:29	20	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5429	finalmente	ADV	Adverb	finalmente	>>s	00:02:22	00:02:29	20	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5430	,	CM	Punctuation	,	>>s	00:02:22	00:02:29	20	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5431	eh	NP	Noun	eh	>>s	00:02:22	00:02:29	20	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5432	...	DOTS	Punctuation	...	>>s	00:02:22	00:02:29	20	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5433	nos	PPX	Pronoun	nosotros	>>s	00:02:22	00:02:29	20	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5434	casamos	VLfin	Verb	casar	>>s	00:02:22	00:02:29	20	Spanish	MF025_1967_CT_SU2011_VA	Pres or Pret	Indi	Plural	1st
MF025_1967_CT_SU2011_VA_08	tt-5435	,	CM	Punctuation	,	>>s	00:02:22	00:02:29	20	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5436	después	PREP	Preposition	después	>>s	00:02:22	00:02:29	20	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5437	de	PREP	Preposition	de	>>s	00:02:22	00:02:29	20	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5438	tres	CARD	Determiner	tres	>>s	00:02:22	00:02:29	20	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5439	años	NC	Noun	año	>>s	00:02:22	00:02:29	20	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5440	,	CM	Punctuation	,	>>s	00:02:22	00:02:29	20	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5441	casi	ADV	Adverb	casi	>>s	00:02:22	00:02:29	20	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5442	cuatro	CARD	Determiner	cuatro	>>s	00:02:22	00:02:29	20	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5443	.	FS	Punctuation	.	>>s	00:02:22	00:02:29	20	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5444	Pero	CCAD	Conjunction	pero	>>s	00:02:22	00:02:29	20	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5445	fue	VLfin	Verb	ir	>>s	00:02:30	00:02:35	21	Spanish	MF025_1967_CT_SU2011_VA	Pret	Indi	Sing	3rd
MF025_1967_CT_SU2011_VA_08	tt-5446	por	PREP	Preposition	por	>>s	00:02:30	00:02:35	21	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5447	esa	DM	Determiner	ese	>>s	00:02:30	00:02:35	21	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5448	razón	NC	Noun	razón	>>s	00:02:30	00:02:35	21	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5449	,	CM	Punctuation	,	>>s	00:02:30	00:02:35	21	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5450	por	PREP	Preposition	por	>>s	00:02:30	00:02:35	21	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5451	no	NEG	Adverb	no	>>s	00:02:30	00:02:35	21	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5452	dejar	VLinf	Verb	dejar	>>s	00:02:30	00:02:35	21	Spanish	MF025_1967_CT_SU2011_VA	Infinitive			
MF025_1967_CT_SU2011_VA_08	tt-5453	sola	ADJ	Adjective	solo	>>s	00:02:30	00:02:35	21	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5454	a	PREP	Preposition	a	>>s	00:02:30	00:02:35	21	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5455	mi	PPO	Pronoun	mío	>>s	00:02:30	00:02:35	21	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5456	hermana	NC	Noun	hermano	>>s	00:02:30	00:02:35	21	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5457	,	CM	Punctuation	,	>>s	00:02:30	00:02:35	21	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5458	porque	CSUBX	Conjunction	porque	>>s	00:02:30	00:02:35	21	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5459	yo	PPX	Pronoun	yo	>>s	00:02:30	00:02:35	21	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5460	no	NEG	Adverb	no	>>s	00:02:30	00:02:35	21	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5461	quería	VLfin	Verb	querer	>>s	00:02:30	00:02:35	21	Spanish	MF025_1967_CT_SU2011_VA	Imp	Indi	Sing	1st or 3rd
MF025_1967_CT_SU2011_VA_08	tt-5462	que	CQUE	Conjunction	que	>>s	00:02:30	00:02:35	21	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5463	ella	PPX	Pronoun	él	>>s	00:02:30	00:02:35	21	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5464	sufriera	VLfin	Verb	sufrir	>>s	00:02:30	00:02:35	21	Spanish	MF025_1967_CT_SU2011_VA	Past	Subj	Sing	1st or 3rd
MF025_1967_CT_SU2011_VA_08	tt-5465	una	ART	Determiner	un	>>s	00:02:35	00:02:41	22	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5466	depresión	NC	Noun	depresión	>>s	00:02:35	00:02:41	22	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5467	.	FS	Punctuation	.	>>s	00:02:35	00:02:41	22	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5468	Se	SE	Other	se	>>s	00:02:35	00:02:41	22	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5469	casó	VLfin	Verb	casar	>>s	00:02:35	00:02:41	22	Spanish	MF025_1967_CT_SU2011_VA	Pret	Indi	Sing	3rd
MF025_1967_CT_SU2011_VA_08	tt-5470	ella	PPX	Pronoun	él	>>s	00:02:35	00:02:41	22	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5471	e	CC	Conjunction	y	>>s	00:02:35	00:02:41	22	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5472	inmediatamente	ADV	Adverb	inmediatamente	>>s	00:02:35	00:02:41	22	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5473	,	CM	Punctuation	,	>>s	00:02:35	00:02:41	22	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5474	nos	PPX	Pronoun	nosotros	>>s	00:02:35	00:02:41	22	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5475	casamos	VLfin	Verb	casar	>>s	00:02:35	00:02:41	22	Spanish	MF025_1967_CT_SU2011_VA	Pres or Pret	Indi	Plural	1st
MF025_1967_CT_SU2011_VA_08	tt-5476	nosotros	PPX	Pronoun	nosotros	>>s	00:02:35	00:02:41	22	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5477	y	CC	Conjunction	y	>>s	00:02:35	00:02:41	22	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5478	hasta	PREP	Preposition	hasta	>>s	00:02:35	00:02:41	22	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5479	ahorita	ADV	Adverb	ahora	>>s	00:02:35	00:02:41	22	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5480	tenemos	VLfin	Verb	tener	>>s	00:02:35	00:02:41	22	Spanish	MF025_1967_CT_SU2011_VA	Pres	Indi	Plural	1st
MF025_1967_CT_SU2011_VA_08	tt-5481	dieciséis	CARD	Determiner	dieciséis	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5482	años	NC	Noun	año	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5483	de	PREP	Preposition	de	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5484	casados	VLadj	Verb	casar	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5485	.	FS	Punctuation	.	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5486	Él	PPX	Pronoun	él	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5487	un	ART	Determiner	un	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5488	día	NC	Noun	día	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5489	decidió	VLfin	Verb	decidir	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA	Pret	Indi	Sing	3rd
MF025_1967_CT_SU2011_VA_08	tt-5490	venirse	VLinf	Verb	venir	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA	Pres	Indi	Sing	3rd
MF025_1967_CT_SU2011_VA_08	tt-5491	,	CM	Punctuation	,	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5492	un	ART	Determiner	un	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5493	día	NC	Noun	día	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5494	me	PPX	Pronoun	yo	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5495	dijo	VLfin	Verb	decir	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA	Pres	Indi	Sing	1st
MF025_1967_CT_SU2011_VA_08	tt-5496	¿	FS	Punctuation	¿	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5497	vamos	VLfin	Verb	ir	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA	Pres	Indi	Plural	1st
MF025_1967_CT_SU2011_VA_08	tt-5498	a	PREP	Preposition	a	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5499	ir	VLinf	Verb	ir	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA	Infinitive			
MF025_1967_CT_SU2011_VA_08	tt-5500	de	PREP	Preposition	de	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5501	vacaciones	NC	Noun	vacación	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5502	?	FS	Punctuation	?	>>s	00:02:41	00:02:48	23	Spanish	MF025_1967_CT_SU2011_VA				
