ClipId	Gram	Prag	Herit	Vocab,Vocab
AF002_1989_EP_SU2011_AD_01	Det,Det:Art,Det:Demo,Det:Pos,Imperf,Indefinido,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Ser,Aux,Aux:Haber,Gustar,Gustar:Propios,PerfPerif,SerEstar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision		Entities,Entities:Geo,Verb:ser,Noun:papá,Noun:mamá,Noun:familia,Noun:paso,Verb:nacer,Noun:Juárez,Noun:Durango,Adjective:bueno,Verb:venir,Noun:ama,Noun:tipo,Noun:padre,Verb:haber,Adjective:malo,Noun:casa,Noun:historia,Verb:recordar,Noun:este,Verb:crecer,Verb:quedar,Noun:verano,Noun:trabajo
AF002_1989_EP_SU2011_AD_02	Det,Det:Art,Det:Demo,Det:Pos,Prep,Prep:Por,Pron,Pron:Objeto,SerEstar,SerEstar:Estar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		Entities,Entities:Geo,Verb:celebrar,Verb:ser,Noun:fecha,Noun:tradición,Noun:vez,Noun:día
AF002_1989_EP_SU2011_AD_03	Det,Det:Art,Det:Demo,Det:Pos,Gustar,Gustar:Interlocutor,Imperf,Indefinido,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Gustar,Gustar:Propios,PerfPerif,SerEstar,SerEstar:EstarAux	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo		Entities,Entities:Geo,Fraseol,Fraseol:VerbPrep,Verb:gustar,Verb:ser,Noun:escuela,Verb:ir,Verb:hacer,Noun:maestría,Verb:querer,Verb:empezar,Verb:estar,Noun:ciencia,Noun:educación,Noun:año,Verb:trabajar,Adjective:curioso,Noun:consejero
AF002_1989_EP_SU2011_AD_04	Det,Det:Art,Det:Pos,Prep,Pron,Pron:Objeto,SerEstar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision		,Verb:ser,Verb:callar,Noun:compañero,Verb:reservar,Adjective:amigable,Noun:trabajo
AF002_1989_EP_SU2011_AD_05	Det,Det:Art,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pret,Prep,Prep:Para,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Ser,MSub,MSub:Pres	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Revision		,Verb:ser,Verb:influir,Adjective:bueno,Verb:salir,Verb:hacer,Verb:haber,Noun:vida,Verb:tener,Noun:porqué
AF002_1989_EP_SU2011_AD_06	Det,Det:Art,Imperf,Indefinido,Prep,Pron,Pron:Objeto,SerEstar,SerEstar:Estar,SerEstar:Ser,SerEstar,SerEstar:EstarAux	MarcadoresDisc,MarcadoresDisc:Revision		,Verb:ser,Verb:tener,Noun:cosa,Adjective:favorito,Noun:escuela,Noun:historia
AF002_1989_EP_SU2011_AD_07	Det,Det:Art,Det:Pos,Indefinido,Prep,Aux,Aux:Haber,PerfPerif			,Verb:haber,Noun:familia,Verb:poder,Noun:primera,Verb:tener
AF002_1989_EP_SU2011_AD_08	Det,Det:Art,Det:Demo,Det:Pos,Imperf,MSub,MSub:Pres,Prep,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Genero,Genero:ExcepMasc,Gustar,Gustar:Ajenos,Gustar:Propios,PerfPerif,SerEstar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Revision		,Verb:ser,Noun:infancia,Verb:ir,Noun:niño,Verb:hacer,Verb:estar,Verb:haber,Verb:gustar,Noun:día,Adjective:bueno,Adjective:perfecto,Noun:amistad,Noun:vez,Noun:tío,Adjective:grande,Verb:observar,Noun:casa,Noun:primo,Verb:conservar,Noun:gente,Verb:jugar,Verb:conocer,Noun:contacto
AF002_1989_EP_SU2011_AD_09	Det,Det:Art,Det:Pos,Gustar,Gustar:Interlocutor,Indefinido,Prep,Prep:Para,Pron,Pron:Objeto,SerEstar,SerEstar:Ser,MSub,MSub:Pres	MarcadoresDisc,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo		,Adjective:bueno,Verb:ser,Noun:persona,Noun:año,Verb:acabar,Noun:escuela,Noun:familia,Adjective:grandote,Adjective:propio,Verb:tener,Noun:hermano,Noun:mmm,Noun:este
AF002_1989_EP_SU2011_AD_10	Det,Det:Art,Det:Demo,Haber,Haber:Exist,MSub,MSub:Pres,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Gustar,Gustar:Ajenos,SerEstar,SerEstar:EstarAux	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo		Fraseol,Fraseol:VerbPrep,Verb:ser,Noun:inglés,Noun:persona,Verb:ir,Noun:expresión,Noun:español,Verb:depender,Verb:conocer,Noun:enojo,Verb:estar,Adjective:social,Verb:referir,Noun:mayoría,Adjective:bueno
AF002_1989_EP_SU2011_AD_11	Det,Det:Art,Det:Demo,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pres,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision		,Verb:ser,Noun:palabra,Noun:español,Verb:decir,Verb:venir,Verb:haber,Verb:usar,Adjective:suave,Noun:área,Noun:inglés,Noun:expresión,Verb:adoptar,Verb:poder,Noun:gente
AF002_1989_EP_SU2011_AD_12	Det,Det:Art,Haber,Haber:Exist,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Genero,Genero:ExcepArtFem,PerfPerif,SerEstar,SerEstar:EstarAux	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo		Entities,Entities:Geo,Verb:haber,Verb:ser,Verb:estar,Noun:español,Noun:idioma,Noun:vez,Verb:hacer,Adjective:seguro,Noun:persona,Verb:decir,Verb:referir,Verb:mezclar,Verb:escuchar,Noun:inglés,Verb:tratar,Verb:tener,Verb:hablar,Noun:haz,Adjective:bueno,Adjective:diferente,Verb:pensar
AF002_1989_EP_SU2011_AD_13	Det,Det:Art,Det:Pos,Indefinido,Prep,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Ser,Aux,Aux:Haber,PerfPerif,SerEstar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision		,Verb:ser,Noun:momento,Adjective:feliz,Verb:haber,Verb:tener,Noun:mmm
AF002_1989_EP_SU2011_AD_14	Det,Det:Art,Det:Demo,Det:Pos,Prep,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Ser,Aux,Aux:Haber,PerfPerif	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision		Entities,Entities:Geo,Verb:ser,Verb:haber,Noun:gente,Noun:mexicano,Adjective:americano,Noun:parte,Adjective:raro,Adjective:mexicano,Adjective:distinto,Verb:considerar,Verb:decir,Verb:poder,Verb:referir,Verb:vivir
AF002_1989_EP_SU2011_AD_15	Det,Det:Art,Det:Demo,Det:Pos,MSub,MSub:Pres,Prep,Prep:Para,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Ser,Genero,Genero:ExcepMasc	MarcadoresDisc,MarcadoresDisc:Causa		,Verb:ser,Noun:idioma,Verb:ir,Verb:hablar,Verb:dar,Noun:gente,Noun:oportunidad,Adjective:bueno,Adjective:primero
AF002_1989_EP_SU2011_AD_16	Det,Det:Art,MSub,MSub:Pres,Prep,Prep:Para,Prep:Por,Pron,Pron:Sujeto,SerEstar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo		,Verb:ser,Noun:idioma,Verb:hablar,Adjective:bilingüe,Adjective:fundamental
AF002_1989_EP_SU2011_AD_17	Det,Det:Art,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pres,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,PerfPerif,Pron,Pron:ObjetoDoble,SerEstar,SerEstar:EstarAux	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo		Entities,Entities:Geo,Fraseol,Fraseol:VerbPrep,Verb:ser,Noun:inglés,Verb:hablar,Adjective:español,Noun:español,Adjective:cómodo,Noun:clase,Noun:trabajo,Verb:escribir,Verb:estar,Noun:año,Noun:diario,Verb:tener,Noun:vez,Verb:haber,Noun:escuela,Verb:leer,Noun:palabra,Verb:hacer,Verb:sentir,Noun:cómoda,Noun:compañero,Noun:infancia,Noun:estudiante,Noun:gente,Noun:México,Adjective:bilingüe,Noun:familia,Noun:educación,Noun:Unidos,Noun:este,Verb:llegar,Verb:dar,Adjective:secundario,Verb:ir,Noun:lengua,Noun:papá,Adjective:primario,Verb:conocer
AF002_1989_EP_SU2011_AD_18	Prep			,
AF003_1992_EP_SU2011_AD_01	Det,Det:Art,Det:Pos,Imperf,Indefinido,MSub,MSub:Pres,Prep,Prep:Para,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Ser,Gustar,Gustar:Propios	MarcadoresDisc,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo		Entities,Entities:Geo,Verb:gustar,Verb:comprar,Noun:este,Verb:crecer,Verb:nacer,Verb:ser,Verb:patinar,Adjective:favorito,Noun:infancia,Noun:historia
AF003_1992_EP_SU2011_AD_02	Det,Det:Pos,Prep,Pron,Pron:Objeto,Pron:Otros,SerEstar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Igualdad		,Verb:venir,Noun:este,Noun:familia
AF003_1992_EP_SU2011_AD_03	Det,Det:Art,Det:Pos,Imperf,Indefinido,Prep,Pron,Pron:Sujeto	RecuDiscurso,RecuDiscurso:GanarTiempo		Fraseol,Fraseol:VerbPrep,Noun:este,Noun:mamá,Verb:hacer,Verb:trabajar,Noun:papá
AF003_1992_EP_SU2011_AD_04	Det,Det:Art,Det:Pos,Haber,Haber:Exist,MSub,MSub:Pres,Prep,Pron,Pron:Objeto,Pron:Otros,SerEstar,SerEstar:Estar,SerEstar:Ser,Gustar,Gustar:Propios	MarcadoresDisc,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo		,Noun:este,Verb:ser,Verb:hacer,Adjective:menudo,Noun:mamá,Verb:reunir,Verb:haber,Noun:familia,Adjective:mucho,Verb:gustar
AF003_1992_EP_SU2011_AD_05	Det,Det:Art,Det:Demo,Det:Pos,Gustar,Gustar:Interlocutor,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pres,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Gustar,Gustar:Propios,PerfPerif,SerEstar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		Fraseol,Fraseol:VerbPrep,Verb:ser,Verb:ir,Noun:este,Verb:haber,Verb:gustar,Noun:verdad,Adjective:bueno,Noun:escuela,Verb:tener,Verb:hacer,Verb:estar,Adjective:mucho,Verb:decir,Verb:saber,Adjective:recuerdo,Noun:hermano,Noun:persona,Noun:actividad,Verb:estudiar,Verb:aprender,Noun:emoción,Verb:agarrar
AF003_1992_EP_SU2011_AD_06	Det,Det:Art,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pres,Prep,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Ser,MSub,MSub:Pres	MarcadoresDisc,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		,Verb:ser,Verb:ayudar,Noun:este,Verb:haber
AF003_1992_EP_SU2011_AD_07	Det,Det:Art,MSub,MSub:Pres,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Otros,SerEstar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad		Entities,Entities:Geo,Noun:mexicano
AF003_1992_EP_SU2011_AD_08	Det,Det:Art,Det:Pos,MSub,MSub:Pres,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,PerfPerif	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		Fraseol,Fraseol:VerbPrep,Verb:ser,Noun:español,Verb:hablar,Noun:gente,Verb:estar,Verb:saber,Verb:poder,Adjective:bueno,Verb:ayudar,Noun:ayuda,Noun:importancia,Noun:verdad,Verb:necesitar,Verb:comunicar
AF003_1992_EP_SU2011_AD_09	Det,Det:Art,Det:Demo,Det:Pos,MSub,MSub:Pres,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Ser,Aux,Aux:Haber,PerfPerif	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad		Fraseol,Fraseol:VerbPrep,Verb:ser,Verb:hablar,Verb:ir,Noun:idioma,Noun:este,Verb:mezclar,Verb:tener
AF003_1992_EP_SU2011_AD_10	Det,Det:Art,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,PerfPerif,SerEstar,SerEstar:EstarAux,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		,Verb:haber,Noun:vida,Verb:tener,Verb:ser,Verb:estar,Noun:este,Noun:momento,Noun:familia,Verb:decir,Verb:ir,Verb:pensar,Adjective:feliz,Verb:imaginar,Adjective:grande,Noun:orgullo,Noun:papá,Noun:influencia,Verb:motivar
AF003_1992_EP_SU2011_AD_11	Det,Det:Art,Det:Demo,Det:Pos,Indefinido,Prep,Prep:Para,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Ser,Aux,Aux:Haber,Gustar,Gustar:Propios,PerfPerif	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		,Verb:ser,Verb:poder,Verb:haber,Verb:aprender,Adjective:inteligente,Verb:ayudar,Noun:verdad,Verb:hacer,Adjective:exitoso,Noun:familia,Adjective:malo,Noun:número,Verb:decir,Noun:este,Verb:fijar,Noun:papá
AF003_1992_EP_SU2011_AD_12	Det,Det:Art,Det:Demo,Det:Pos,MSub,MSub:Pret,Prep,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Ser,Gustar,Gustar:Propios	MarcadoresDisc,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		Entities,Entities:Geo,Verb:ir,Verb:ser,Verb:poder,Noun:año,Verb:ayudar,Verb:decir,Noun:este,Noun:gente,Verb:querer,Noun:estudio
AF003_1992_EP_SU2011_AD_13	Det,Det:Art,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Genero,Genero:ExcepMasc,Gustar,Gustar:Propios,PerfPerif,SerEstar,SerEstar:EstarAux	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		Fraseol,Fraseol:VerbPrep,Verb:ser,Verb:ir,Verb:hacer,Verb:estar,Adjective:bueno,Noun:este,Verb:pensar,Noun:escuela,Verb:tener,Noun:día,Noun:mamá,Adjective:amigo,Verb:traer,Verb:haber,Verb:venir,Adjective:mucho,Noun:clase,Verb:tocar,Verb:conocer,Verb:andar,Verb:ayudar,Noun:acuerdo,Noun:banda,Verb:hablar,Noun:verdad,Adjective:primero,Verb:esperar,Verb:poder,Adjective:perfecto,Verb:dar,Noun:casa,Noun:cosa,Verb:quedar,Adjective:diferente,Adjective:junto,Noun:año,Verb:llegar,Noun:infancia,Noun:persona,Noun:nieve,Verb:decir,Noun:recuerdo,Noun:dinero,Verb:poner,Verb:empezar,Noun:flauta,Noun:campana,Verb:llorar,Verb:pedir,Noun:futuro,Verb:sentar,Verb:gustar,Noun:dije,Verb:comer,Verb:divertir,Adjective:feliz,Verb:bailar,Verb:sonar,Verb:seguir,Verb:practicar,Adjective:difícil,Verb:pasar,Noun:carpa,Verb:ganar,Adjective:bonito,Verb:llevar,Noun:nadie,Verb:recordar,Noun:música,Verb:ver
AF004_1991_EP_SU2011_AD_01	Det,Det:Art,Det:Pos,Imperf,Indefinido,Prep,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser			,Verb:ganar,Verb:ser,Adjective:tímido
AF004_1991_EP_SU2011_AD_02	Det,Det:Art,Det:Pos,Imperf,Indefinido,Prep,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Causa		,Verb:ser,Verb:estar
AF004_1991_EP_SU2011_AD_03	Det,Det:Art,Det:Pos,Imperf,Indefinido,MSub,MSub:Pres,Prep,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad		,Verb:ser,Noun:año,Verb:tener
AF004_1991_EP_SU2011_AD_04	Det,Det:Pos,Indefinido,Prep,Prep:Para,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision		,Verb:ser,Noun:papá,Noun:mamá,Noun:colegio,Verb:poder
AF004_1991_EP_SU2011_AD_05	Det,Det:Art,Prep,Pron,Pron:Objeto,SerEstar,SerEstar:Estar,SerEstar,SerEstar:EstarAux			,Noun:psicología,Verb:decir
AF004_1991_EP_SU2011_AD_06	Det,Det:Art,Det:Pos,Imperf,Indefinido,MSub,MSub:Pres,Prep,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,PerfPerif	MarcadoresDisc,MarcadoresDisc:Revision		,Verb:tener,Verb:estar,Noun:año,Verb:recordar,Noun:familia,Noun:abuelo,Verb:ir,Adjective:favorito,Noun:Vallarta
AF006_1968_EP_SU2011_AD_01	Det,Det:Art,Imperf,Indefinido,MSub,MSub:Pret,Prep,Prep:Para,SerEstar,SerEstar:Ser,Genero,Genero:ExcepArtFem	MarcadoresDisc,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad		Entities,Entities:Geo,Verb:ser,Verb:llamar,Noun:paso,Adjective:segundo,Noun:barrio
AF006_1968_EP_SU2011_AD_02	Det,Det:Art,Det:Pos,Imperf,Indefinido,Prep,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Gustar,Gustar:Ajenos	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision		,Verb:ser,Noun:mamá,Noun:papá,Noun:Chihuahua,Noun:familia,Verb:conocer
AF006_1968_EP_SU2011_AD_03	Det,Det:Art,Det:Pos,Imperf,Prep,Pron,Pron:Objeto,SerEstar,SerEstar:Ser			Entities,Entities:Geo,Verb:ser,Adjective:bonito,Noun:vecino,Noun:infancia
AF006_1968_EP_SU2011_AD_04	Det,Det:Art,Haber,Haber:Exist,Prep,SerEstar,SerEstar:Estar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Revision		,Verb:ser
AF006_1968_EP_SU2011_AD_05	Det,Det:Art,Det:Pos,Gustar,Gustar:Interlocutor,Haber,Haber:Exist,Imperf,Prep,Prep:Para,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Causa		,Verb:tener,Verb:haber,Verb:ser,Verb:que,Noun:frijol
AF006_1968_EP_SU2011_AD_06	Det,Det:Art,Det:Pos,Gustar,Gustar:Interlocutor,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pret,Prep,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Gustar,Gustar:Propios,MSub,MSub:Pres	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision		,Verb:ser,Noun:escuela,Verb:hacer,Adjective:bueno,Verb:tener,Verb:haber,Verb:gustar,Noun:estudiante,Verb:poder,Verb:ver
AF006_1968_EP_SU2011_AD_07	Det,Det:Art,Det:Pos,Imperf,Indefinido,Prep,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Gustar,Gustar:Propios	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision		,Verb:ser,Verb:estar,Verb:saber,Verb:decir,Verb:casar,Verb:querer,Verb:pedir,Noun:principio,Verb:comenzar,Verb:conocer
AF006_1968_EP_SU2011_AD_08	Det,Det:Art,Det:Pos,Imperf,Indefinido,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Gustar,Gustar:Propios	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision		,Verb:trabajar,Verb:estar,Verb:ser,Verb:meter,Noun:hijo,Noun:escuela,Verb:regresar,Verb:querer,Noun:niño
AF006_1968_EP_SU2011_AD_09	Det,Det:Art,Det:Pos,Prep,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Ser,Aux,Aux:Haber,PerfPerif	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision		,Verb:ser,Noun:hijo,Verb:contar,Noun:niño
AF006_1968_EP_SU2011_AD_10	Det,Det:Art,Det:Pos,Indefinido,Prep,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser			,Noun:hijo,Noun:orgullo,Adjective:orgulloso,Verb:hacer
AF006_1968_EP_SU2011_AD_11	Det,Det:Art,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pres,Prep,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,PerfPerif	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision		,Verb:haber,Verb:ir,Verb:ser,Verb:acabar,Noun:escuela,Verb:tener,Verb:pensar
AF006_1968_EP_SU2011_AD_12	Det,Det:Art,Haber,Haber:Exist,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,SerEstar,SerEstar:EstarAux	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision		Fraseol,Fraseol:VerbPrep,Verb:ser,Verb:decir,Noun:español,Noun:importancia,Verb:hacer,Verb:saber,Verb:hablar,Verb:considerar,Adjective:texano,Verb:ir,Adjective:español,Noun:mexicano,Adjective:bueno,Adjective:diferente
AF006_1968_EP_SU2011_AD_13	Det,Det:Art,Det:Pos,MSub,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Gustar,Gustar:Propios,PerfPerif	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision		,Verb:ser,Verb:tener,Noun:gente,Noun:trabajo,Verb:gustar,Verb:haber,Verb:enseñar,Verb:valorar,Verb:decir,Noun:tienda,Verb:trabajar,Verb:estudiar,Verb:que
AF006_1968_EP_SU2011_AD_14	Det,Det:Art,Haber,Haber:Exist,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar,SerEstar:EstarAux	MarcadoresDisc,MarcadoresDisc:Revision		Fraseol,Fraseol:VerbPrep,Noun:inglés,Noun:español,Verb:ver,Noun:vez,Verb:hacer,Verb:estar
AF006_1968_EP_SU2011_AD_15	Det,Det:Art,Det:Demo,Haber,Haber:Exist,Imperf,Prep,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,SerEstar,SerEstar:EstarAux	MarcadoresDisc,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad		,Verb:ser,Noun:palabra,Noun:español,Verb:estar,Noun:inglés,Noun:México
